pl_name,hostname,discoverymethod,disc_facility,pl_rade,pl_radeerr1,pl_radeerr2,pl_orbper,pl_insol,st_mass,st_teff,st_rad,st_met,sy_dist
Kepler-391 b,Kepler-391,Transit,Kepler,2.5,0.29,-0.29,7.4175,690.0,1.27,5038.0,2.879,0.04,869.236
K2-319 b,K2-319,Transit,K2,2.79,0.11,-0.1,26.68,25.1842,0.954,5440.0,0.898,,209.071
K2-44 b,K2-44,Transit,K2,2.433,0.089,-0.072,5.657,646.0,1.15,5912.0,1.58,0.0,476.703
WASP-49 b,WASP-49,Transit,SuperWASP,12.44199,1.23299,-1.23299,2.78174,615.4709,0.92,5600.0,0.97,-0.23,194.553
WASP-65 b,WASP-65,Transit,SuperWASP,12.464,0.661,-0.661,2.3114243,957.0053,0.93,5600.0,1.01,-0.07,273.703
HD 2685 b,HD 2685,Transit,Transiting Exoplanet Survey Satellite (TESS),16.14096,0.56045,-0.56045,4.12688,1436.49,1.43,6801.0,1.56,0.02,196.852
Kepler-1527 b,Kepler-1527,Transit,Kepler,4.77,1.95,-0.75,160.129918,7.813,1.21,6224.0,1.32,0.07,1842.13
TOI-139 b,TOI-139,Transit,Transiting Exoplanet Survey Satellite (TESS),2.4566,0.2122,-0.1245,11.07085,22.4219,0.69,4570.0,0.7007,-0.238,42.4061
TOI-4087 b,TOI-4087,Transit,Transiting Exoplanet Survey Satellite (TESS),13.04725353,0.28022452,-0.26901554,3.1774835,753.9,1.178,6060.0,1.112,0.237,301.676
TOI-2406 b,TOI-2406,Transit,Transiting Exoplanet Survey Satellite (TESS),2.86,0.063,-0.069,3.0766891,6.69,0.166,3100.0,0.204,-0.26,55.419
K2-53 b,K2-53,Transit,K2,2.6,0.1,-0.1,12.20772,52.5,0.851,5263.0,0.807,-0.037,138.018
Kepler-1070 b,Kepler-1070,Transit,Kepler,1.73,0.81,-0.25,6.2216147,380.134,1.21,6261.0,1.32,0.03,939.001
HD 101581 c,HIP 56998,Transit,Transiting Exoplanet Survey Satellite (TESS),0.99,0.07,-0.07,6.20401,52.0,0.653,4675.0,0.63,-0.343,12.7781
HATS-64 b,HATS-64,Transit,HATSouth,18.819911,0.907929,-0.907929,4.908897,1711.0,1.564,6554.0,2.113,0.22,1080.15
Kepler-275 b,Kepler-275,Transit,Kepler,2.34,0.45,-0.45,10.300682,266.3,1.189,6165.0,1.383,0.08,2034.25
K2-37 b,K2-37,Transit,K2,1.39,0.1,-0.05,4.4434,193.0,0.84,5352.0,0.809,-0.08,179.943
Kepler-286 d,Kepler-286,Transit,Kepler,1.33,0.27,-0.27,5.914323,173.9,0.83,5580.0,0.863,-0.25,1226.85
Kepler-277 b,Kepler-277,Transit,Kepler,2.92,0.73,-0.63,17.324,198.245,1.12,5946.0,1.69,0.09,976.643
Kepler-461 b,Kepler-461,Transit,Kepler,2.58,0.07,-0.06,8.313783059,254.906,0.98,5634.0,0.91,0.04,692.158
Kepler-967 b,Kepler-967,Transit,Kepler,2.35,0.08,-0.1,13.22713379,39.1,0.84,5178.0,0.8,-0.03,568.546
Kepler-1017 b,Kepler-1017,Transit,Kepler,1.99,0.29,-0.12,7.23400469,119.603,0.93,5473.0,0.87,0.04,552.058
Kepler-1055 b,Kepler-1055,Transit,Kepler,1.23,0.07,-0.06,2.295036233,647.256,0.98,5723.0,0.94,-0.02,389.397
TOI-4600 c,TOI-4600,Transit,Transiting Exoplanet Survey Satellite (TESS),9.42,0.42,-0.41,482.8191,48.3867,0.89,5170.0,0.81,0.16,216.056
Kepler-1409 b,Kepler-1409,Transit,Kepler,1.04,0.08,-0.07,0.764864926,1552.133,0.83,5160.0,0.79,-0.03,694.89
TOI-5380 b,TOI-5380,Transit,Transiting Exoplanet Survey Satellite (TESS),3.48093238,0.4044094,-0.32385387,3.77229247873,796.305,1.343,6400.78,1.5621,,286.781
Kepler-107 d,Kepler-107,Transit,Kepler,0.86,0.06,-0.06,7.95839,315.0,1.238,5854.0,1.447,0.321,525.997
Kepler-467 b,Kepler-467,Transit,Kepler,2.25,0.3,-0.08,24.99324193,72.749,1.05,5809.0,1.37,0.06,466.265
Kepler-402 c,Kepler-402,Transit,Kepler,1.56,0.35,-0.35,6.124821,353.973,1.072,6090.0,1.264,-0.08,625.339
Kepler-1109 b,Kepler-1109,Transit,Kepler,2.19,0.44,-0.23,37.6467384,11.382,1.05,5893.0,1.06,0.04,685.087
Kepler-1034 b,Kepler-1034,Transit,Kepler,2.26,0.17,-0.14,12.12400943,36.787,0.83,5198.0,0.8,-0.06,654.549
Kepler-779 b,Kepler-779,Transit,Kepler,0.92,0.07,-0.07,7.09714223,15.028,0.46,3804.0,0.44,-0.43,283.155
Kepler-1888 b,Kepler-1888,Transit,Kepler,1.32578716,,,11.39169979,145.67,0.897,5557.0,1.249,0.0,402.947
Kepler-1097 b,Kepler-1097,Transit,Kepler,3.26,0.26,-0.26,187.747029,1.3,0.82,5211.0,0.79,-0.11,719.802
Kepler-1081 b,Kepler-1081,Transit,Kepler,1.01,0.1,-0.07,3.856918547,225.216,0.88,5345.0,0.84,0.01,420.215
K2-242 b,K2-242,Transit,K2,2.54,0.21,-0.19,6.51389,6.3759,0.38,3459.0,0.37,-0.01,109.237
WASP-70 A b,WASP-70 A,Transit,SuperWASP,13.047,0.818,-1.143,3.7130203,649.1548,1.106,5763.0,1.215,-0.006,222.355
Kepler-158 c,Kepler-158,Transit,Kepler,1.9,0.3,-0.3,28.551383,6.677,0.655,4623.0,0.624,-0.3,315.177
Kepler-1990 b,Kepler-1990,Transit,Kepler,3.27,0.54,-0.33,1.73513619,1372.87,1.028,5751.0,1.071,0.21,392.739
Kepler-1071 b,Kepler-1071,Transit,Kepler,2.38,0.07,-0.14,6.1799844,45.12,0.86,5215.0,0.81,0.01,1042.27
TOI-1855 b,TOI-1855,Transit,Transiting Exoplanet Survey Satellite (TESS),18.49481816,5.82866996,-4.14732286,1.36414864,852.162,0.987,5359.0,1.041,0.399,176.833
K2-148 c,K2-148,Transit,K2,1.73,0.24,-0.21,6.9226,26.5,0.65,4079.0,0.632,-0.11,124.458
Kepler-1233 b,Kepler-1233,Transit,Kepler,2.6,1.08,-0.39,45.1263042,30.061,1.16,6198.0,1.25,0.02,1178.7
HIP 116454 b,HIP 116454,Transit,K2,2.469,0.1,-0.091,9.1004157,51.2858,0.8,5048.0,0.758,0.0,62.4491
Kepler-1637 b,Kepler-1637,Transit,Kepler,0.89,0.18,-0.09,6.10960324,337.78,1.02,5789.0,1.02,0.07,567.187
Kepler-1887 b,Kepler-1887,Transit,Kepler,2.92454357,,,19.94750023,36.14,0.961,5749.0,0.864,-0.1,1366.18
TOI-1422 c,TOI-1422,Radial Velocity,Roque de los Muchachos Observatory,2.61,0.14,-0.14,34.5633,26.5556,0.9903,5840.0,1.019,-0.028,155.141
TOI-1749 c,TOI-1749,Transit,Transiting Exoplanet Survey Satellite (TESS),2.12,0.12,-0.12,4.4929,36.1539,0.58,3985.0,0.55,-0.26,99.5561
Kepler-804 b,Kepler-804,Transit,Kepler,1.94,0.24,-0.16,14.37457351,83.427,1.01,5817.0,1.05,0.0,649.65
Kepler-1565 b,Kepler-1565,Transit,Kepler,1.19,0.08,-0.12,1.538188437,510.566,0.76,4940.0,0.73,-0.16,629.93
TOI-5398 c,TOI-5398,Transit,Transiting Exoplanet Survey Satellite (TESS),3.52,0.19,-0.19,4.77271,370.603,1.146,6000.0,1.051,0.09,130.855
Kepler-920 b,Kepler-920,Transit,Kepler,2.42,0.22,-0.16,6.53192704,153.138,0.89,5403.0,0.85,0.0,1001.68
Kepler-99 b,Kepler-99,Transit,Kepler,1.48,0.08,-0.08,4.60358,108.042,0.79,4782.0,0.73,0.18,208.369
Kepler-1991 b,Kepler-1991,Transit,Kepler,1.47,0.2,-0.21,13.26079792,78.79,0.914,5478.0,1.053,0.16,855.82
Kepler-134 c,Kepler-134,Transit,Kepler,1.26,0.25,-0.25,10.105785,128.086,0.956,5983.0,1.176,-0.2067,334.797
Kepler-930 b,Kepler-930,Transit,Kepler,2.13,0.92,-0.42,71.4517775,16.851,1.25,6335.0,1.4,0.04,848.396
Kepler-371 c,Kepler-371,Transit,Kepler,1.78,0.45,-0.45,67.968015,17.063,0.876,5666.0,0.992,-0.1975,813.192
Kepler-1610 c,Kepler-1610,Transit,Kepler,2.09,0.35,-0.21,44.9851885,8.34,0.825,5295.0,0.8,-0.1,864.331
K2-86 b,K2-86,Transit,K2,1.96,0.27,-0.27,8.77683,78.0,0.79,5482.0,0.76,-0.35,258.699
Kepler-377 c,Kepler-377,Transit,Kepler,2.06,0.39,-0.39,27.014976,49.855,1.043,5949.0,1.224,0.05,823.804
Kepler-1782 b,Kepler-1782,Transit,Kepler,2.22927435,,,5.756229877,86.0,0.794,4931.0,0.734,0.0,305.792
Kepler-198 d,Kepler-198,Transit,Kepler,1.53,0.09,-0.07,1.31184443,1444.516,0.97,5636.0,0.93,0.04,495.358
TOI-1444 b,TOI-1444,Transit,Transiting Exoplanet Survey Satellite (TESS),1.41792246,0.0467336,-0.04107268,0.4702743,5028.6263,0.9513,5460.0,0.9105,0.146,125.463
K2-338 b,K2-338,Transit,K2,1.03,0.11,-0.05,3.850614,,0.66,4558.0,0.63,-0.23,156.951
K2-326 b,K2-326,Transit,K2,2.28,0.18,-0.18,1.256,268.1283,0.507,3924.0,0.688,,282.308
Kepler-329 c,Kepler-329,Transit,Kepler,1.93,0.29,-0.29,18.684737,11.869,0.602,4257.0,0.523,-0.44,439.719
Kepler-487 d,Kepler-487,Transit,Kepler,2.77513568,,,2.418390036,550.8,0.874,5422.0,0.887,0.02,872.343
Kepler-1575 b,Kepler-1575,Transit,Kepler,1.31,0.2,-0.13,2.55314213,803.679,0.95,5667.0,0.92,-0.07,1246.92
Kepler-729 b,Kepler-729,Transit,Kepler,3.58,0.42,-0.25,3.166353714,1089.549,0.94,5633.0,0.91,-0.05,1921.15
Kepler-26 b,Kepler-26,Transit,Kepler,2.78,0.11,-0.11,12.28,7.6,0.544,3914.0,0.512,-0.13,335.307
Kepler-797 b,Kepler-797,Transit,Kepler,2.17,0.43,-0.22,27.07237711,90.1,0.96,5680.0,0.95,-0.02,1315.26
Kepler-199 c,Kepler-199,Transit,Kepler,3.25,0.58,-0.58,67.093408,7.885,0.96,5644.0,0.967,0.0,521.054
K2-275 b,K2-275,Transit,K2,2.34,0.25,-0.27,3.2809626,161.2476,0.77,4841.0,0.69,-0.06,123.438
Kepler-82 c,Kepler-82,Transit,Kepler,5.34,0.32,-0.13,51.54,8.035,0.91,5401.0,0.898,0.2107,904.326
Kepler-1572 b,Kepler-1572,Transit,Kepler,0.94,0.19,-0.08,5.49548621,583.523,0.97,5618.0,0.95,0.08,946.602
KOI-1783.01,KOI-1783,Transit,Kepler,8.86,0.25,-0.24,134.4628,5.7,1.076,5922.0,1.143,0.11,865.73
K2-128 b,K2-128,Transit,K2,1.42,0.16,-0.13,5.675819,68.8,0.711248,4469.51,0.777569,-0.26,114.637
Kepler-133 b,Kepler-133,Transit,Kepler,1.76,0.3,-0.3,8.129976,408.58,1.02,5736.0,1.425,0.282,653.6
KIC 5437945 b,KIC 5437945,Transit,Kepler,6.4,1.6,-1.6,440.7813,2.9,1.07,6340.0,1.24,-0.38,1274.01
CoRoT-7 b,CoRoT-7,Transit,CoRoT,1.68135,0.11209,-0.11209,0.85359163,1773.7952,0.82,5275.0,0.83,0.05,159.906
TOI-2969 b,TOI-2969,Transit,Transiting Exoplanet Survey Satellite (TESS),12.32987877,0.89671846,-0.89671846,1.8237146,382.0,0.71,4738.0,0.7,0.08,163.996
Kepler-1370 b,Kepler-1370,Transit,Kepler,1.84,0.66,-0.26,20.2641684,132.587,1.19,6202.0,1.29,0.05,1004.1
Kepler-1429 b,Kepler-1429,Transit,Kepler,1.29,0.35,-0.14,4.48487493,551.156,1.05,5902.0,1.07,0.04,1214.09
Kepler-1086 b,Kepler-1086,Transit,Kepler,2.44,0.35,-0.28,18.78425728,9.157,0.7,4350.0,0.66,0.06,466.084
Kepler-257 b,Kepler-257,Transit,Kepler,2.61,1.31,-1.31,2.382667,343.6,0.916,5180.0,1.037,0.4,780.256
K2-189 b,K2-189,Transit,K2,1.403,0.079,-0.043,2.58812,497.0,0.85,5442.0,0.879,-0.1,242.113
Kepler-1091 b,Kepler-1091,Transit,Kepler,1.46,0.36,-0.19,1.434741564,1740.858,1.01,5851.0,1.03,0.0,914.299
TOI-1294 b,TOI-1294,Transit,Transiting Exoplanet Survey Satellite (TESS),10.12369881,0.23643767,-0.22090361,3.915292,311.498,1.1578,5718.0,1.5566,0.283,332.648
Kepler-1680 b,Kepler-1680,Transit,Kepler,1.35954736,,,8.77424,49.0,0.834,5021.0,0.723259,-0.07,310.315
Kepler-318 b,Kepler-318,Transit,Kepler,4.71,0.83,-0.83,4.662715,333.149,1.073,5746.0,1.189,0.332,489.141
Kepler-1513 b,Kepler-1513,Transit,Kepler,8.594,0.036,-0.022,160.8842,2.23,0.943,5491.0,0.95,0.17,349.247
TOI-1478 b,TOI-1478,Transit,Transiting Exoplanet Survey Satellite (TESS),11.99360935,1.79343691,-1.12089807,10.1802117,261.013,0.947,5597.0,1.048,0.078,152.892
Kepler-29 b,Kepler-29,Transit,Kepler,2.55,0.12,-0.12,10.33974,55.9,0.761,5378.0,0.732,-0.44,832.532
Kepler-47 b,Kepler-47,Transit,Kepler,3.05,0.04,-0.04,49.4643,10.1419,0.957,5636.0,0.936,-0.25,1025.02
HATS-16 b,HATS-16,Transit,HATSouth,14.5717,1.68135,-1.68135,2.686502,994.8095,0.97,5738.0,1.238,-0.1,757.044
K2-3 c,K2-3,Transit,K2,1.582,0.057,-0.051,24.646729,3.17,0.549,3844.0,0.546,-0.157,44.0727
KOI-351 b,KOI-351,Transit,Kepler,1.31,0.17,-0.17,7.008151,316.442,1.2,6080.0,1.2,-0.12,848.254
Kepler-1629 b,Kepler-1629,Transit,Kepler,0.77,0.15,-0.08,3.87595807,315.457,1.01,5776.0,1.01,0.05,336.09
Kepler-918 b,Kepler-918,Transit,Kepler,1.74,0.4,-0.21,4.85386933,258.702,1.11,6028.0,1.14,0.06,1025.03
Kepler-1860 b,Kepler-1860,Transit,Kepler,1.13863767,,,12.73719978,56.3,0.874,5420.0,0.868,0.0,438.703
K2-80 c,K2-80,Transit,K2,1.47,0.23,-0.23,5.605,166.0,0.9,5441.0,0.87,0.07,200.802
HATS-3 b,HATS-3,Transit,HATSouth,15.48,0.392,-0.392,3.547851,1212.0044,1.209,6351.0,1.404,-0.157,411.211
K2-289 b,K2-289,Transit,K2,9.1,0.3,-0.3,13.156969,27.3178,0.953,5529.0,1.025,0.162,274.3
TOI-5108 b,TOI-5108,Transit,Transiting Exoplanet Survey Satellite (TESS),6.6,0.1,-0.1,6.753581,122.785,1.1,5808.0,1.29,0.2,130.919
Kepler-1718 b,Kepler-1718,Transit,Kepler,2.5685207,,,135.1880035,3.7,0.846,5731.0,0.906,-0.32,375.522
Kepler-561 c,Kepler-561,Transit,Kepler,2.68,0.43,-0.25,5.350161983,183.166,0.96,5646.0,0.94,0.02,621.378
HD 28109 b,HD 28109,Transit,Transiting Exoplanet Survey Satellite (TESS),2.69,0.23,-0.23,22.891054,33.4501,1.227,6189.0,1.425,0.1,139.611
Kepler-154 e,Kepler-154,Transit,Kepler,1.5,0.14,-0.12,3.93276465,480.405,0.98,5769.0,0.98,-0.04,915.212
Kepler-166 d,Kepler-166,Transit,Kepler,1.73,0.15,-0.1,1.554003928,651.409,0.88,5350.0,0.83,-0.03,603.53
K2-206 b,K2-206,Transit,K2,2.79522879,0.22325706,-0.15450847,18.294549,,0.789481,5043.0,0.758046,-0.14,244.443
NGTS-17 b,NGTS-17,Transit,Next-Generation Transit Survey (NGTS),13.89913607,1.23298788,-1.23298788,3.24253,1160.0,1.025,5650.0,1.337,0.15,1040.28
TOI-5624 d,TOI-5624,Transit,Transiting Exoplanet Survey Satellite (TESS),3.584,0.051,-0.05,13.731468,157.055,0.858,5327.0,0.82,-0.023,101.913
Kepler-37 b,Kepler-37,Transit,Kepler,0.3098,0.0059,-0.0076,13.36702,44.5,0.79,5357.0,0.789,-0.36,63.9207
Kepler-585 b,Kepler-585,Transit,Kepler,2.83,0.55,-0.27,2.752359753,489.149,0.96,5593.0,0.93,0.03,585.187
Kepler-1987 d,Kepler-1987,Transit,Kepler,2.66,0.25,-0.18,5.644914154,72.38,0.799,4769.0,0.714,0.12,595.683
Qatar-4 b,Qatar-4,Transit,Qatar,12.722215,1.23299,-1.23299,1.8053564,614.0,0.896,5215.0,0.849,0.103,329.036
HD 224018 d,HD 224018,Transit,K2,2.4,0.1,-0.1,138.0731,4.7348,1.013,5784.0,1.147,0.05,105.48
K2-126 b,K2-126,Transit,K2,1.97,0.12,-0.12,7.385655,35.3,0.69,4339.0,0.65,0.02,102.953
TIC 160113658 b,TIC 160113658,Transit,Transiting Exoplanet Survey Satellite (TESS),3.49015778,0.9594699,-0.40018841,6.72952262077,,0.76,4817.31,0.789834,,200.156
K2-203 b,K2-203,Transit,K2,1.26549392,0.10200172,-0.07958376,9.6952,49.6336,0.793,5026.0,0.765,-0.021,166.147
Kepler-1556 b,Kepler-1556,Transit,Kepler,1.96,0.4,-0.15,8.82713457,92.138,0.97,5608.0,0.95,0.08,944.54
HATS-40 b,HATS-40,Transit,HATSouth,17.71022,1.79344,-1.34508,3.2642736,3163.3762,1.561,6460.0,2.26,0.01,1342.29
Kepler-1209 b,Kepler-1209,Transit,Kepler,1.51,0.32,-0.18,25.369116,63.246,1.23,6210.0,1.38,0.12,505.531
TOI-5126 b,TOI-5126,Transit,Transiting Exoplanet Survey Satellite (TESS),4.74,0.16,-0.14,5.4588385,467.0,1.24,6150.0,1.241,0.18,160.414
Kepler-1943 b,Kepler-1943,Transit,Kepler,1.54869189,,,4.850180149,724.2,1.055,6032.0,0.973,-0.06,1004.55
K2-172 c,K2-172,Transit,K2,3.20569097,0.18890159,-0.13911768,29.62682,,0.934356,5569.0,0.868889,-0.06,249.742
Kepler-1674 b,Kepler-1674,Transit,Kepler,3.2057749,,,62.5611,7.13,0.96,5473.91,0.877273,0.0562,1012.48
HD 136352 c,HD 136352,Radial Velocity,La Silla Observatory,2.916,0.075,-0.073,27.59221,35.1,0.87,5664.0,1.058,-0.24,14.682
Kepler-584 b,Kepler-584,Transit,Kepler,4.21,1.59,-0.56,35.1810304,76.339,1.17,6195.0,1.24,0.02,1848.84
Kepler-1644 b,Kepler-1644,Transit,Kepler,1.88,0.52,-0.16,21.0907758,31.86,0.89,5499.0,0.86,-0.1,629.27
Kepler-1786 b,Kepler-1786,Transit,Kepler,3.16305828,,,78.5460968,10.7,1.058,5808.0,1.397,0.14,863.909
K2-153 b,K2-153,Transit,K2,2.0,0.21,-0.18,7.51574,11.8,0.55,3845.0,0.53,-0.09,143.125
TOI-2641 b,TOI-2641,Transit,Transiting Exoplanet Survey Satellite (TESS),18.10250383,5.17854908,-7.17374765,4.880974,602.0,1.16,6100.0,1.336,-0.15,344.045
Kepler-850 b,Kepler-850,Transit,Kepler,1.78,0.47,-0.21,7.19303878,329.283,1.06,5932.0,1.09,0.03,1661.28
WASP-10 b,WASP-10,Transit,SuperWASP,12.106,0.224,-0.224,3.0927616,174.0323,0.75,4675.0,0.698,0.03,140.998
Kepler-127 d,Kepler-127,Transit,Kepler,2.64,0.14,-0.14,48.630408,31.519,1.248,6106.0,1.359,0.2142,352.794
CoRoT-12 b,CoRoT-12,Transit,CoRoT,16.14,1.46,-1.46,2.828042,661.1334,1.078,5675.0,1.116,0.16,1126.37
Kepler-357 d,Kepler-357,Transit,Kepler,3.43,2.04,-2.04,49.499875,4.619,0.794,5036.0,0.834,0.06,688.573
Kepler-563 b,Kepler-563,Transit,Kepler,3.09,0.17,-0.2,22.18432708,18.738,0.8,5066.0,0.77,-0.08,565.207
HD 110113 c,HD 110113,Radial Velocity,La Silla Observatory,2.11384817,4.644325,-4.644325,6.744,199.9,0.997,5732.0,0.968,0.14,106.307
Kepler-1022 b,Kepler-1022,Transit,Kepler,2.36,0.08,-0.28,10.99469878,19.258,0.71,4445.0,0.68,0.06,420.042
Kepler-595 b,Kepler-595,Transit,Kepler,3.708,0.01,-0.01,25.3029092,17.382,0.93,5138.5,0.821,0.406,643.009
Kepler-433 b,Kepler-433,Transit,Kepler,16.25,1.79,-1.79,5.33408384,1682.66,1.46,6360.0,2.26,-0.01,1878.31
Kepler-1340 b,Kepler-1340,Transit,Kepler,1.55,0.7,-0.27,0.665026916,4793.001,1.27,6331.0,1.42,0.07,981.779
Kepler-1115 b,Kepler-1115,Transit,Kepler,1.7,0.29,-0.2,23.5540725,516.101,1.6,8480.0,1.73,-0.51,983.245
Kepler-104 c,Kepler-104,Transit,Kepler,3.13,0.55,-0.55,23.668205,45.438,0.818,5711.0,1.349,-0.42,400.785
Kepler-182 b,Kepler-182,Transit,Kepler,2.58,1.18,-1.18,9.825792,239.787,1.114,6250.0,1.146,0.072,1549.09
Kepler-1336 c,Kepler-1336,Transit,Kepler,1.71,0.27,-0.35,5.77721211,662.713,0.94,5512.0,1.3,0.05,1126.64
TOI-216.02,TOI-216,Transit,Transiting Exoplanet Survey Satellite (TESS),8.0,3.0,-2.0,17.16073,25.9,0.77,5026.0,0.748,0.32,177.945
WASP-186 b,WASP-186,Transit,SuperWASP,12.44199,0.33627,-0.33627,5.026799,853.1355,1.22,6361.0,1.47,-0.08,278.514
WASP-190 b,WASP-190,Transit,WASP-South,12.89035,1.00881,-1.00881,5.367753,747.132,1.35,6400.0,1.6,-0.02,542.251
Kepler-325 b,Kepler-325,Transit,Kepler,2.91,1.44,-1.44,4.544439,210.554,0.914,5752.0,1.003,0.02,823.242
Kepler-1618 b,Kepler-1618,Transit,Kepler,1.26,0.52,-0.24,6.10826019,903.908,1.41,6620.0,1.65,0.04,1229.25
K2-371 b,K2-371,Transit,K2,13.024,0.921,-0.868,3.114905,198.0922,0.958,4925.0,0.736,-0.107,442.813
K2-239 d,K2-239,Transit,K2,1.1,0.1,-0.1,10.115,3.4099,0.4,3420.0,0.36,-0.1,31.0849
TIC 24750448 c,TIC 24750448,Transit,Transiting Exoplanet Survey Satellite (TESS),3.09028272,0.42332739,-0.31924118,10.14385270726,,0.69,4545.43,0.713599,,178.146
WASP-64 b,WASP-64,Transit,SuperWASP,14.247,0.437,-0.437,1.5732918,1563.6374,1.004,5400.0,1.058,-0.08,369.926
Kepler-136 c,Kepler-136,Transit,Kepler,1.99,0.37,-0.37,16.399235,162.044,1.204,6165.0,1.355,0.0002,420.818
TIC 320419023 b,TIC 320419023,Transit,Transiting Exoplanet Survey Satellite (TESS),2.77280763,0.32201188,-0.2760399,5.26375651589,,1.056,5703.36,0.952319,,288.893
Kepler-238 b,Kepler-238,Transit,Kepler,1.73,0.4,-0.4,2.090876,2500.588,1.229,5751.0,1.43,0.34,1798.75
Kepler-880 c,Kepler-880,Transit,Kepler,2.87,0.58,-0.94,11.8061737,926.72,1.714,6900.0,2.599,0.0,601.324
K2-408 b,K2-408,Transit,K2,1.677,0.118,-0.109,20.978959,,0.813,5335.0,0.784,-0.171,162.306
EPIC 249893012 d,EPIC 249893012,Transit,K2,3.94,0.13,-0.12,35.747,53.0,1.05,5430.0,1.71,0.2,321.296
TOI-4495 b,TOI-4495,Transit,Transiting Exoplanet Survey Satellite (TESS),2.483,0.138,-0.095,2.56699,1001.28,1.247,6210.0,1.309,0.18,132.214
Kepler-273 c,Kepler-273,Transit,Kepler,1.98,1.15,-1.15,8.014927,74.887,0.756,5626.0,0.815,-0.28,713.964
Kepler-398 c,Kepler-398,Transit,Kepler,1.01,0.11,-0.11,11.419412,20.556,0.649,4493.0,0.613,0.0528,177.355
Kepler-940 b,Kepler-940,Transit,Kepler,3.34,0.71,-0.31,59.6225257,10.519,0.97,5769.0,0.96,-0.08,1260.78
Kepler-1705 b,Kepler-1705,Transit,Kepler,2.03,0.12,-0.14,9.03502,91.74,1.139,6312.0,1.259,-0.2,1633.49
Kepler-677 b,Kepler-677,Transit,Kepler,5.38,1.17,-0.42,6.57531678,683.274,1.0,5723.0,0.99,0.06,1954.08
Kepler-67 b,Kepler-67,Transit,Kepler,2.94,0.16,-0.16,15.7259,30.6,0.865,5331.0,0.778,-0.2,1131.19
HD 108236 e,HD 108236,Transit,Transiting Exoplanet Survey Satellite (TESS),3.083,0.052,-0.052,19.590025,35.0031,0.869,5660.0,0.877,-0.28,64.5978
Kepler-534 c,Kepler-534,Transit,Kepler,1.227,,,7.378689766,178.68,1.075,5936.0,0.965,0.07,570.659
Kepler-524 c,Kepler-524,Transit,Kepler,0.96,0.08,-0.07,1.88897906,2959.338,1.09,6014.0,1.1,0.02,1058.24
Kepler-1246 b,Kepler-1246,Transit,Kepler,1.36,0.2,-0.22,11.32271513,26.451,0.73,4611.0,0.69,-0.03,436.505
TOI-2447 b,TOI-2447,Transit,Transiting Exoplanet Survey Satellite (TESS),9.60609646,0.13450777,-0.12329879,69.33684,44.5933,1.034,5730.0,1.006,0.18,148.987
Kepler-1982 b,Kepler-1982,Transit,Kepler,0.77,0.14,-0.04,3.82315697,638.38,1.213,6202.0,1.122,0.21,558.855
TOI-2583 A b,TOI-2583 A,Transit,Transiting Exoplanet Survey Satellite (TESS),14.4595851,0.44835923,-0.36989636,4.5207265,750.9,1.215,5936.0,1.477,0.158,566.189
Kepler-1345 b,Kepler-1345,Transit,Kepler,2.36,1.06,-0.46,44.6169557,68.469,1.32,6449.0,1.55,0.04,1355.02
TOI-4137 b,TOI-4137,Transit,Transiting Exoplanet Survey Satellite (TESS),13.57407563,0.44835923,-0.43715025,3.8016122,1013.0,1.313,6202.0,1.438,0.182,334.993
Kepler-160 b,Kepler-160,Transit,Kepler,1.715,0.061,-0.047,4.309397,396.619,1.003,5471.0,1.118,0.2,937.013
Kepler-346 c,Kepler-346,Transit,Kepler,3.07,1.46,-1.46,23.851549,23.812,0.943,6033.0,1.021,0.1,984.105
K2-395 c,K2-395,Transit,K2,3.395,0.28,-0.257,8.491282,,0.952,5007.0,0.783,-0.033,286.727
Kepler-922 b,Kepler-922,Transit,Kepler,1.42,0.18,-0.11,0.938466832,2142.634,0.95,5671.0,0.93,-0.05,536.323
Kepler-791 b,Kepler-791,Transit,Kepler,3.05,1.32,-0.7,14.5539759,140.057,1.3,6383.0,1.47,0.06,1266.34
WASP-177 b,WASP-177,Transit,SuperWASP,17.71022,7.39794,-4.03524,3.071722,279.7736,0.876,5017.0,0.885,0.25,176.818
TIC 198190129 b,TIC 198190129,Transit,Transiting Exoplanet Survey Satellite (TESS),2.92284949,0.21251203,-0.20166389,7.94804910667,,0.638,4377.53,0.640675,,130.035
HATS-67 b,HATS-67,Transit,HATSouth,18.887165,0.526823,-0.526823,1.6091788,3821.0,1.435,6594.0,1.441,0.332,960.109
Kepler-1780 b,Kepler-1780,Transit,Kepler,3.60600667,,,109.4449997,3.14,0.868,5403.0,0.868,0.0,790.516
TOI-1062 b,TOI-1062,Transit,Transiting Exoplanet Survey Satellite (TESS),2.265,0.096,-0.091,4.11296,232.0,0.94,5328.0,0.84,0.14,82.1733
K2-125 b,K2-125,Transit,K2,2.18,0.19,-0.18,21.750264,2.0,0.494727,3654.47,0.402049,,124.156
TOI-3082 b,TOI-3082,Transit,Transiting Exoplanet Survey Satellite (TESS),3.6621,0.1464,-0.1448,1.926907,131.648,0.664,4263.0,0.6847,0.17,113.048
Kepler-1996 c,Kepler-1996,Transit,Kepler,2.81,0.2,-0.08,92.7297248,1.38,0.748,4580.0,0.675,0.08,440.561
Kepler-1623 b,Kepler-1623,Transit,Kepler,1.31,0.31,-0.18,4.36128348,243.08,1.0,5772.0,1.0,0.04,837.481
